laptop_ID,Company,TypeName,Inches,PanelType,Touchscreen,ProcessorType,ModelIdentifier,Core,ProcessorSpeed(GHz),Ram(GB),Memory SSD GB,Memory HDD GB,Memory FL STO GB,Memory Hybrid GB,GpuBrand,GpuModel,OpSys,Weight(KG),Price_euros,Ancho,Alto,Pixeles,AspectRatio
1156,5,1,14.0,2,1,1.0,6600,0.0,2.6,16,512.0,0.0,0.0,0.0,3,520,5,2.8,2440.0,2560,1440,3686400,1.7777777777777777
51,5,1,10.1,2,1,2.0,58550,0.0,1.44,4,0.0,0.0,64.0,0.0,3,400,0,0.69,319.0,1920,1200,2304000,1.6
1311,5,4,15.6,4,0,1.0,6700,0.0,2.6,8,0.0,1000.0,0.0,0.0,10,960,5,2.6,899.0,1920,1080,2073600,1.7777777777777777
1308,3,4,15.6,6,0,4.0,7100,0.0,2.4,6,0.0,1000.0,0.0,0.0,3,620,5,2.3,459.0,1366,768,1049088,1.7786458333333333
219,7,5,13.0,4,0,1.0,7500,0.0,2.7,8,512.0,0.0,0.0,0.0,3,620,5,1.05,1499.0,2160,1440,3110400,1.5
486,8,4,13.3,4,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,1.05,1672.0,1920,1080,2073600,1.7777777777777777
1004,4,6,12.5,1,0,9.0,675,0.0,1.2,8,512.0,0.0,0.0,0.0,3,515,5,0.97,1908.0,1920,1080,2073600,1.7777777777777777
491,5,4,15.6,6,0,4.0,6006,0.0,2.0,4,128.0,0.0,0.0,0.0,3,520,5,2.3,565.0,1366,768,1049088,1.7786458333333333
1027,4,5,14.0,1,0,1.0,6500,0.0,2.5,8,256.0,0.0,0.0,0.0,3,520,5,1.54,1887.21,1920,1080,2073600,1.7777777777777777
293,5,2,15.6,4,0,1.0,7700,0.0,2.8,16,256.0,1000.0,0.0,0.0,10,1050,5,2.5,1179.0,1920,1080,2073600,1.7777777777777777
926,4,4,15.6,1,0,1.0,7500,0.0,2.7,8,256.0,0.0,0.0,0.0,8,930,5,2.04,1018.99,1920,1080,2073600,1.7777777777777777
1097,5,1,10.1,2,1,2.0,58550,0.0,1.44,4,0.0,0.0,64.0,0.0,3,400,5,0.69,646.27,1920,1200,2304000,1.6
1224,4,4,15.6,6,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,1.91,579.0,1366,768,1049088,1.7786458333333333
876,4,4,15.6,1,0,5.0,6200,0.0,2.3,4,0.0,500.0,0.0,0.0,3,520,5,2.07,910.0,1920,1080,2073600,1.7777777777777777
617,5,4,15.6,3,0,11.0,31535,0.0,3.1,32,1000.0,0.0,0.0,0.0,12,2200,5,2.5,4899.0,3840,2160,8294400,1.7777777777777777
884,5,4,13.3,4,0,4.0,7100,0.0,2.4,4,180.0,0.0,0.0,0.0,3,620,5,1.44,735.0,1920,1080,2073600,1.7777777777777777
807,5,1,13.9,4,1,1.0,7500,0.0,2.7,8,256.0,0.0,0.0,0.0,3,620,5,1.38,1349.0,1920,1080,2073600,1.7777777777777777
888,7,5,13.3,4,0,5.0,6200,0.0,2.3,8,256.0,0.0,0.0,0.0,8,940,5,1.28,935.0,1920,1080,2073600,1.7777777777777777
473,0,4,15.6,6,0,4.0,6006,0.0,2.0,4,0.0,500.0,0.0,0.0,10,940,5,2.2,469.0,1366,768,1049088,1.7786458333333333
1035,8,5,13.3,1,0,5.0,6200,0.0,2.3,8,256.0,0.0,0.0,0.0,3,520,5,1.2,1590.0,1920,1080,2073600,1.7777777777777777
182,5,4,15.6,1,0,5.0,7200,0.0,2.5,8,128.0,1000.0,0.0,0.0,13,17,5,1.9,813.0,1920,1080,2073600,1.7777777777777777
657,5,5,12.5,4,0,1.0,7500,0.0,2.7,8,256.0,0.0,0.0,0.0,3,620,5,1.36,1584.0,1920,1080,2073600,1.7777777777777777
860,4,4,15.6,6,0,6.0,3060,2.0,1.6,4,128.0,0.0,0.0,0.0,3,400,4,1.86,299.0,1366,768,1049088,1.7786458333333333
145,5,2,15.6,4,0,1.0,7700,0.0,2.8,8,256.0,0.0,0.0,0.0,10,1050,4,2.4,869.0,1920,1080,2073600,1.7777777777777777
558,3,4,15.6,1,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,1.9,1116.99,1920,1080,2073600,1.7777777777777777
824,5,5,14.0,1,0,1.0,7500,0.0,2.7,8,256.0,0.0,0.0,0.0,3,620,5,1.32,1859.0,1920,1080,2073600,1.7777777777777777
763,2,4,15.6,6,0,1.0,7500,0.0,2.7,4,256.0,0.0,0.0,0.0,3,620,5,2.37,849.9,1366,768,1049088,1.7786458333333333
732,6,2,17.3,1,0,1.0,7700,0.0,2.8,8,128.0,1000.0,0.0,0.0,10,1050,5,2.7,1348.48,1920,1080,2073600,1.7777777777777777
309,2,2,15.6,1,0,1.0,7700,0.0,2.8,8,128.0,1000.0,0.0,0.0,10,1050,5,2.5,1265.0,1920,1080,2073600,1.7777777777777777
990,5,4,14.0,6,0,5.0,6200,0.0,2.3,4,0.0,0.0,0.0,508.0,3,520,5,1.7,1002.0,1366,768,1049088,1.7786458333333333
411,6,2,17.3,1,0,1.0,7700,0.0,2.8,16,256.0,1000.0,0.0,0.0,10,1070,5,2.8,2249.0,1920,1080,2073600,1.7777777777777777
238,3,4,14.0,1,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,1.6,859.0,1920,1080,2073600,1.7777777777777777
874,5,2,15.6,4,0,5.0,7300,0.0,2.5,8,0.0,1000.0,0.0,0.0,10,1050,4,2.5,1017.0,1920,1080,2073600,1.7777777777777777
407,5,4,15.6,6,0,6.0,3350,2.0,1.1,4,0.0,1000.0,0.0,0.0,3,500,5,2.2,306.0,1366,768,1049088,1.7786458333333333
1163,4,3,15.6,1,0,1.0,6700,0.0,2.6,8,256.0,0.0,0.0,0.0,12,1000,5,2.0,1899.0,1920,1080,2073600,1.7777777777777777
412,2,5,14.0,1,0,1.0,7500,0.0,2.7,8,512.0,0.0,0.0,0.0,3,620,5,1.1,1873.0,1920,1080,2073600,1.7777777777777777
578,4,4,14.0,6,0,7.0,3710,4.0,1.6,8,0.0,2000.0,0.0,0.0,3,405,5,1.94,389.0,1366,768,1049088,1.7786458333333333
168,0,4,15.6,6,0,6.0,3350,2.0,1.1,4,0.0,1000.0,0.0,0.0,3,500,5,2.1,348.0,1366,768,1049088,1.7786458333333333
1147,2,4,14.0,6,0,6.0,3350,2.0,1.1,4,0.0,0.0,32.0,0.0,3,500,5,1.5,278.0,1366,768,1049088,1.7786458333333333
1222,2,2,15.6,1,0,1.0,6700,0.0,2.6,8,0.0,1000.0,0.0,0.0,10,1060,5,2.2,1169.0,1920,1080,2073600,1.7777777777777777
568,5,4,15.6,1,0,4.0,7130,0.0,2.7,4,128.0,0.0,0.0,0.0,3,620,5,2.05,630.0,1920,1080,2073600,1.7777777777777777
1162,4,1,13.3,6,1,1.0,6600,0.0,2.6,8,256.0,0.0,0.0,0.0,3,520,5,1.48,1799.0,2560,1440,3686400,1.7777777777777777
343,4,4,15.6,1,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,1.84,1144.0,1920,1080,2073600,1.7777777777777777
1201,0,4,15.6,6,0,6.0,3350,2.0,2.0,4,0.0,500.0,0.0,0.0,3,500,5,2.1,333.0,1366,768,1049088,1.7786458333333333
900,5,4,17.3,6,0,15.0,7210,0.0,2.2,4,0.0,500.0,0.0,0.0,15,3,5,2.8,379.0,1600,900,1440000,1.7777777777777777
300,5,2,15.6,4,0,1.0,7700,0.0,2.8,8,0.0,1000.0,0.0,0.0,10,1060,5,3.2,1299.0,1920,1080,2073600,1.7777777777777777
23,4,4,15.6,6,0,3.0,29000,0.0,1.5,4,0.0,500.0,0.0,0.0,15,2,4,1.86,258.0,1366,768,1049088,1.7786458333333333
703,0,6,11.6,6,0,6.0,3050,2.0,1.6,4,0.0,0.0,32.0,0.0,3,0,5,1.4,269.0,1366,768,1049088,1.7786458333333333
831,5,5,14.0,4,0,1.0,7500,0.0,2.7,8,512.0,0.0,0.0,0.0,3,620,5,1.13,2499.0,1920,1080,2073600,1.7777777777777777
190,3,4,15.6,0,1,1.0,7700,0.0,2.8,16,512.0,0.0,0.0,0.0,10,1050,5,2.06,2397.0,3840,2160,8294400,1.7777777777777777
389,5,4,14.0,4,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,8,940,5,1.5,1099.0,1920,1080,2073600,1.7777777777777777
367,2,4,14.0,1,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,2.0,945.0,1920,1080,2073600,1.7777777777777777
654,0,5,14.0,4,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,2,620,5,1.8,919.0,1920,1080,2073600,1.7777777777777777
540,7,4,13.3,4,0,6.0,3450,4.0,1.1,4,32.0,0.0,0.0,0.0,3,500,5,1.2,369.0,1920,1080,2073600,1.7777777777777777
280,3,4,15.6,6,0,1.0,7500,0.0,2.7,12,0.0,1000.0,0.0,0.0,3,620,5,2.3,713.07,1366,768,1049088,1.7786458333333333
41,2,4,15.6,1,0,4.0,6006,0.0,2.0,4,0.0,1000.0,0.0,0.0,3,620,2,2.0,389.0,1920,1080,2073600,1.7777777777777777
447,5,4,17.3,6,0,12.0,9220,0.0,2.5,8,0.0,1000.0,0.0,0.0,15,4,5,2.8,519.0,1600,900,1440000,1.7777777777777777
1317,5,1,13.3,7,1,1.0,6500,0.0,2.5,16,512.0,0.0,0.0,0.0,3,520,5,1.3,1499.0,3200,1800,5760000,1.7777777777777777
810,2,4,15.6,1,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,2.37,1099.0,1920,1080,2073600,1.7777777777777777
47,5,4,15.6,6,0,4.0,6006,0.0,2.0,4,128.0,0.0,0.0,0.0,3,520,4,2.2,369.0,1366,768,1049088,1.7786458333333333
129,4,4,14.0,1,0,5.0,8250,0.0,1.6,8,0.0,1000.0,0.0,0.0,17,620,5,1.63,812.0,1920,1080,2073600,1.7777777777777777
869,3,4,13.3,1,1,5.0,6200,0.0,2.3,8,0.0,1000.0,0.0,0.0,3,520,5,1.62,649.0,1920,1080,2073600,1.7777777777777777
1312,4,4,15.6,1,0,8.0,9410,0.0,2.9,6,0.0,0.0,0.0,1000.0,15,7,5,2.04,549.99,1920,1080,2073600,1.7777777777777777
201,4,4,13.3,1,0,5.0,8250,0.0,1.6,8,512.0,0.0,0.0,0.0,17,620,5,1.49,959.0,1920,1080,2073600,1.7777777777777777
196,7,5,13.3,4,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,11,150,4,1.3,999.9,1920,1080,2073600,1.7777777777777777
800,7,4,14.0,6,0,6.0,3350,2.0,1.1,4,0.0,0.0,32.0,0.0,3,500,5,1.22,202.9,1920,1080,2073600,1.7777777777777777
832,6,2,15.6,1,0,5.0,7300,0.0,2.5,8,256.0,0.0,0.0,0.0,10,1050,5,2.4,1199.0,1920,1080,2073600,1.7777777777777777
565,4,4,15.6,4,0,10.0,109620,0.0,2.5,6,128.0,0.0,0.0,0.0,14,530,5,1.91,568.9,1920,1080,2073600,1.7777777777777777
1255,3,4,15.6,6,0,5.0,6200,0.0,2.3,4,0.0,500.0,0.0,0.0,3,520,5,2.24,737.0,1366,768,1049088,1.7786458333333333
1087,4,5,12.5,1,0,5.0,6200,0.0,2.3,8,256.0,0.0,0.0,0.0,3,520,5,1.26,1199.0,1920,1080,2073600,1.7777777777777777
215,0,4,15.6,1,0,1.0,7700,0.0,2.8,8,0.0,1000.0,0.0,0.0,10,1050,2,2.4,779.0,1920,1080,2073600,1.7777777777777777
319,2,1,11.6,6,1,6.0,3350,2.0,1.1,2,0.0,0.0,32.0,0.0,3,500,5,1.1,275.0,1366,768,1049088,1.7786458333333333
583,8,5,14.0,1,1,1.0,7500,0.0,2.7,16,512.0,0.0,0.0,0.0,3,620,5,1.24,1865.0,1920,1080,2073600,1.7777777777777777
291,5,4,15.6,4,0,1.0,7500,0.0,2.7,8,256.0,0.0,0.0,0.0,3,630,5,1.95,1097.0,1920,1080,2073600,1.7777777777777777
950,3,4,15.6,6,0,4.0,6006,0.0,2.0,4,0.0,1000.0,0.0,0.0,3,520,5,2.18,558.6,1366,768,1049088,1.7786458333333333
446,2,4,15.6,1,0,5.0,7200,0.0,2.5,4,256.0,0.0,0.0,0.0,3,620,2,2.0,559.0,1920,1080,2073600,1.7777777777777777
102,4,2,15.6,4,0,1.0,7700,0.0,2.8,12,128.0,1000.0,0.0,0.0,10,1050,5,2.62,1249.0,1920,1080,2073600,1.7777777777777777
14,3,4,15.6,1,0,4.0,6006,0.0,2.0,4,256.0,0.0,0.0,0.0,15,5,5,2.2,498.9,1920,1080,2073600,1.7777777777777777
303,5,4,15.6,1,0,10.0,9600,0.0,2.4,6,0.0,1000.0,0.0,0.0,15,5,5,2.4,499.0,1920,1080,2073600,1.7777777777777777
542,3,4,15.6,1,0,1.0,7600,0.0,2.8,8,256.0,0.0,0.0,0.0,8,930,5,1.93,1369.0,1920,1080,2073600,1.7777777777777777
913,2,2,17.3,4,0,1.0,6820,0.0,2.7,32,256.0,0.0,0.0,0.0,10,980,5,3.58,1279.0,1920,1080,2073600,1.7777777777777777
784,2,1,15.6,1,1,1.0,7500,0.0,2.7,12,0.0,2000.0,0.0,0.0,8,940,5,2.3,839.0,1920,1080,2073600,1.7777777777777777
738,0,2,17.3,4,0,1.0,6700,0.0,2.6,16,128.0,1000.0,0.0,0.0,10,1060,5,4.2,1935.0,1920,1080,2073600,1.7777777777777777
618,3,2,15.6,1,0,1.0,6700,0.0,2.6,16,0.0,1000.0,0.0,0.0,10,960,5,2.59,879.01,1920,1080,2073600,1.7777777777777777
858,4,1,13.3,1,1,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,1.28,2277.0,1920,1080,2073600,1.7777777777777777
952,3,5,14.0,1,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,1.36,1639.0,1920,1080,2073600,1.7777777777777777
973,0,1,11.6,2,1,6.0,3060,2.0,1.6,4,0.0,0.0,32.0,0.0,3,400,1,1.25,389.0,1366,768,1049088,1.7786458333333333
1118,4,3,17.3,4,0,1.0,6700,0.0,2.6,8,0.0,1000.0,0.0,0.0,1,6150,5,3.0,2899.0,1920,1080,2073600,1.7777777777777777
142,4,4,13.3,4,0,5.0,7200,0.0,2.5,4,256.0,0.0,0.0,0.0,3,620,5,1.32,699.0,1920,1080,2073600,1.7777777777777777
667,3,2,17.3,3,0,1.0,7700,0.0,2.8,32,512.0,1000.0,0.0,0.0,10,1070,5,4.42,3147.37,3840,2160,8294400,1.7777777777777777
485,3,4,15.6,1,0,5.0,8250,0.0,1.6,8,0.0,1000.0,0.0,0.0,14,520,5,2.2,675.0,1920,1080,2073600,1.7777777777777777
1120,3,5,12.5,6,0,5.0,6200,0.0,2.3,8,256.0,0.0,0.0,0.0,3,520,5,1.5,1413.1,1366,768,1049088,1.7786458333333333
1238,5,4,15.6,4,0,1.0,6600,0.0,2.6,8,256.0,0.0,0.0,0.0,3,520,5,2.3,1529.0,1920,1080,2073600,1.7777777777777777
835,2,1,13.3,1,1,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,1.1,1358.0,1920,1080,2073600,1.7777777777777777
1319,4,4,15.6,6,0,1.0,6500,0.0,2.5,6,0.0,1000.0,0.0,0.0,15,5,5,2.19,764.0,1366,768,1049088,1.7786458333333333
229,3,2,17.3,4,0,1.0,7700,0.0,2.8,16,256.0,1000.0,0.0,0.0,10,1060,5,4.42,2456.34,1920,1080,2073600,1.7777777777777777
290,0,4,15.6,4,1,1.0,7500,0.0,2.7,12,0.0,1000.0,0.0,0.0,3,620,5,2.15,659.0,1920,1080,2073600,1.7777777777777777
469,2,4,15.6,1,0,5.0,7200,0.0,2.5,8,0.0,1000.0,0.0,0.0,3,620,5,2.37,749.0,1920,1080,2073600,1.7777777777777777
902,4,1,13.3,8,1,1.0,7500,0.0,2.7,16,256.0,0.0,0.0,0.0,3,620,5,1.42,1399.0,3200,1800,5760000,1.7777777777777777
205,5,4,15.6,6,0,5.0,6200,0.0,2.3,4,128.0,0.0,0.0,0.0,3,520,5,2.1,493.0,1366,768,1049088,1.7786458333333333
30,4,4,17.3,1,0,5.0,8250,0.0,1.6,8,0.0,1000.0,0.0,0.0,8,930,5,2.5,896.0,1920,1080,2073600,1.7777777777777777
855,3,4,15.6,1,0,1.0,7500,0.0,2.7,4,256.0,0.0,0.0,0.0,15,5,5,2.18,739.0,1920,1080,2073600,1.7777777777777777
1080,3,5,13.3,1,0,1.0,7500,0.0,2.7,8,256.0,0.0,0.0,0.0,3,620,5,1.29,1458.0,1920,1080,2073600,1.7777777777777777
919,0,4,15.6,4,0,6.0,3205,2.0,1.5,4,0.0,0.0,16.0,0.0,3,0,1,2.2,359.0,1920,1080,2073600,1.7777777777777777
867,2,4,15.6,6,0,7.0,4200,4.0,1.1,4,0.0,1000.0,0.0,0.0,3,505,5,2.0,449.0,1366,768,1049088,1.7786458333333333
374,3,4,15.6,1,0,1.0,7500,0.0,2.7,8,256.0,0.0,0.0,0.0,15,7,5,2.33,899.0,1920,1080,2073600,1.7777777777777777
450,5,4,15.6,1,0,7.0,4200,4.0,1.1,4,128.0,0.0,0.0,0.0,3,505,5,2.2,349.0,1920,1080,2073600,1.7777777777777777
351,5,2,15.6,4,0,1.0,7700,0.0,2.8,16,256.0,2000.0,0.0,0.0,10,1050,5,2.4,1129.0,1920,1080,2073600,1.7777777777777777
1233,0,6,11.6,6,0,6.0,3205,2.0,1.5,2,32.0,0.0,0.0,0.0,3,0,1,1.3,174.0,1366,768,1049088,1.7786458333333333
689,2,4,15.6,6,0,6.0,3350,2.0,1.1,4,128.0,0.0,0.0,0.0,3,500,5,1.86,419.0,1366,768,1049088,1.7786458333333333
216,2,2,17.3,1,0,1.0,7700,0.0,2.8,16,256.0,1000.0,0.0,0.0,10,1050,5,2.9,1407.0,1920,1080,2073600,1.7777777777777777
1150,5,4,15.6,1,0,1.0,6500,0.0,2.5,16,0.0,0.0,0.0,1000.0,15,7,5,2.5,1099.0,1920,1080,2073600,1.7777777777777777
1284,4,4,15.6,1,0,8.0,9410,0.0,2.9,6,0.0,0.0,0.0,1000.0,15,7,5,2.04,549.99,1920,1080,2073600,1.7777777777777777
1003,3,4,14.0,1,0,5.0,7200,0.0,2.5,8,128.0,0.0,0.0,0.0,3,620,5,1.6,1119.0,1920,1080,2073600,1.7777777777777777
1104,0,4,15.6,6,0,10.0,7410,0.0,2.2,4,0.0,500.0,0.0,0.0,15,5,5,2.4,387.0,1366,768,1049088,1.7786458333333333
1266,5,4,15.6,4,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,4,2.3,573.0,1920,1080,2073600,1.7777777777777777
236,4,4,15.6,6,0,3.0,9000,0.0,1.5,4,0.0,500.0,0.0,0.0,15,2,5,2.1,330.0,1366,768,1049088,1.7786458333333333
985,3,5,14.0,6,1,1.0,6600,0.0,2.6,8,256.0,0.0,0.0,0.0,3,520,5,1.5,1962.98,2560,1440,3686400,1.7777777777777777
1041,4,4,14.0,6,0,5.0,7200,0.0,2.5,4,0.0,500.0,0.0,0.0,3,620,5,1.95,1060.0,1366,768,1049088,1.7786458333333333
1305,4,4,15.6,6,0,1.0,6500,0.0,2.5,6,0.0,1000.0,0.0,0.0,15,5,5,2.19,764.0,1366,768,1049088,1.7786458333333333
714,0,1,13.3,4,1,5.0,8250,0.0,1.6,8,256.0,0.0,0.0,0.0,17,620,5,1.6,999.0,1920,1080,2073600,1.7777777777777777
402,4,5,15.6,1,0,8.0,9420,0.0,3.0,4,256.0,0.0,0.0,0.0,14,520,5,1.91,499.0,1920,1080,2073600,1.7777777777777777
31,7,4,15.6,1,0,2.0,58300,0.0,1.44,4,0.0,0.0,64.0,0.0,3,0,5,1.89,244.99,1920,1080,2073600,1.7777777777777777
483,3,3,15.6,1,0,1.0,7700,0.0,2.8,8,256.0,0.0,0.0,0.0,12,1200,5,1.78,2408.0,1920,1080,2073600,1.7777777777777777
178,4,4,17.3,1,0,5.0,8250,0.0,1.6,8,256.0,0.0,0.0,0.0,8,930,5,2.5,923.0,1920,1080,2073600,1.7777777777777777
849,2,2,17.3,1,0,1.0,6700,0.0,2.6,16,512.0,1000.0,0.0,0.0,10,1060,5,2.73,1799.0,1920,1080,2073600,1.7777777777777777
813,3,6,11.6,6,0,7.0,4200,4.0,1.1,4,128.0,0.0,0.0,0.0,3,505,5,1.63,744.0,1366,768,1049088,1.7786458333333333
279,8,4,15.6,6,0,1.0,6500,0.0,2.5,8,0.0,500.0,0.0,0.0,8,930,5,2.2,812.0,1366,768,1049088,1.7786458333333333
666,5,2,15.6,4,0,1.0,6700,0.0,2.6,8,128.0,1000.0,0.0,0.0,10,960,5,3.31,1196.0,1920,1080,2073600,1.7777777777777777
775,2,4,17.3,6,0,7.0,4200,4.0,1.1,4,0.0,1000.0,0.0,0.0,8,920,5,2.8,470.34,1366,768,1049088,1.7786458333333333
1112,6,2,17.3,1,0,1.0,6700,0.0,2.6,8,256.0,0.0,0.0,0.0,10,965,5,2.6,1599.0,1920,1080,2073600,1.7777777777777777
1261,3,1,17.3,1,1,1.0,7500,0.0,2.7,16,512.0,0.0,0.0,0.0,8,940,5,2.77,1799.0,1920,1080,2073600,1.7777777777777777
954,4,2,17.3,4,0,5.0,6300,0.0,2.3,8,128.0,1000.0,0.0,0.0,10,965,5,2.75,1399.0,1920,1080,2073600,1.7777777777777777
898,2,2,17.3,1,0,5.0,7300,0.0,2.5,12,128.0,1000.0,0.0,0.0,10,1050,5,2.2,1369.9,1920,1080,2073600,1.7777777777777777
206,0,4,15.6,1,0,1.0,7500,0.0,2.7,8,0.0,1000.0,0.0,0.0,8,940,5,2.23,742.0,1920,1080,2073600,1.7777777777777777
114,3,5,13.3,8,1,1.0,7560,0.0,2.4,8,256.0,0.0,0.0,0.0,5,640,5,1.23,1379.0,3200,1800,5760000,1.7777777777777777
1070,4,4,15.6,6,0,5.0,7200,0.0,2.5,4,0.0,500.0,0.0,0.0,3,620,4,1.96,499.0,1366,768,1049088,1.7786458333333333
203,4,4,17.3,1,0,1.0,8550,0.0,1.8,8,256.0,0.0,0.0,0.0,8,930,5,2.5,1045.0,1920,1080,2073600,1.7777777777777777
551,2,4,15.6,6,0,3.0,7110,0.0,1.8,4,0.0,500.0,0.0,0.0,15,2,5,2.0,349.0,1366,768,1049088,1.7786458333333333
272,5,4,15.6,1,0,5.0,7200,0.0,2.5,4,0.0,1000.0,0.0,0.0,3,620,4,2.2,467.0,1920,1080,2073600,1.7777777777777777
914,3,1,13.3,1,1,1.0,775,0.0,1.3,16,256.0,0.0,0.0,0.0,3,615,5,1.22,1649.0,1920,1080,2073600,1.7777777777777777
691,4,4,17.3,4,0,4.0,6006,0.0,2.0,4,256.0,0.0,0.0,0.0,15,5,5,2.5,699.0,1920,1080,2073600,1.7777777777777777
181,6,2,18.4,1,0,1.0,6920,0.0,2.9,32,512.0,1000.0,0.0,0.0,7,980,5,4.4,2799.0,1920,1080,2073600,1.7777777777777777
10,0,5,14.0,4,0,5.0,8250,0.0,1.6,8,256.0,0.0,0.0,0.0,17,620,5,1.6,770.0,1920,1080,2073600,1.7777777777777777
853,3,4,15.6,6,0,5.0,7200,0.0,2.5,8,128.0,0.0,0.0,0.0,3,620,5,2.18,713.99,1366,768,1049088,1.7786458333333333
1091,5,4,15.6,4,0,5.0,6300,0.0,2.3,4,0.0,1000.0,0.0,0.0,10,950,5,2.3,977.0,1920,1080,2073600,1.7777777777777777
595,5,4,15.6,6,1,1.0,8550,0.0,1.8,12,0.0,1000.0,0.0,0.0,3,620,5,2.2,609.0,1366,768,1049088,1.7786458333333333
1049,4,5,12.5,1,0,1.0,6500,0.0,2.5,8,256.0,0.0,0.0,0.0,3,520,5,1.26,1349.0,1920,1080,2073600,1.7777777777777777
350,3,5,13.3,1,0,1.0,8550,0.0,1.8,8,256.0,0.0,0.0,0.0,17,620,5,1.2,1579.0,1920,1080,2073600,1.7777777777777777
827,3,2,17.3,4,0,1.0,7700,0.0,2.8,16,128.0,1000.0,0.0,0.0,10,1060,5,4.36,2505.02,1920,1080,2073600,1.7777777777777777
1094,4,4,15.6,1,0,5.0,6200,0.0,2.3,4,0.0,500.0,0.0,0.0,3,520,5,2.31,940.0,1920,1080,2073600,1.7777777777777777
202,4,2,17.3,4,0,1.0,7700,0.0,2.8,16,256.0,1000.0,0.0,0.0,10,1050,5,3.35,1379.0,1920,1080,2073600,1.7777777777777777
1042,3,5,13.3,8,1,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,1.29,1624.0,3200,1800,5760000,1.7777777777777777
1144,4,2,17.3,4,0,5.0,6300,0.0,2.3,8,128.0,1000.0,0.0,0.0,10,1060,5,3.35,1129.0,1920,1080,2073600,1.7777777777777777
953,3,2,17.3,6,0,1.0,6820,0.0,2.7,16,512.0,1000.0,0.0,0.0,10,1080,5,4.36,2758.0,2560,1440,3686400,1.7777777777777777
369,4,4,15.6,1,0,5.0,7200,0.0,2.5,8,0.0,1000.0,0.0,0.0,3,620,5,1.86,639.0,1920,1080,2073600,1.7777777777777777
1119,5,2,15.6,1,0,1.0,7700,0.0,2.8,16,512.0,0.0,0.0,0.0,10,1050,5,2.4,1199.0,1920,1080,2073600,1.7777777777777777
288,5,4,15.6,1,0,5.0,7200,0.0,2.5,6,256.0,0.0,0.0,0.0,3,620,5,2.2,579.0,1920,1080,2073600,1.7777777777777777
550,0,2,15.6,1,0,5.0,7300,0.0,2.5,8,0.0,1000.0,0.0,0.0,10,1050,2,2.4,798.0,1920,1080,2073600,1.7777777777777777
1273,2,4,15.6,6,0,6.0,3350,2.0,1.1,4,0.0,1000.0,0.0,0.0,3,500,5,2.0,339.0,1366,768,1049088,1.7786458333333333
1039,4,5,12.5,6,0,5.0,7200,0.0,2.5,4,256.0,0.0,0.0,0.0,3,620,5,1.26,1559.0,1366,768,1049088,1.7786458333333333
630,7,4,15.6,6,0,5.0,7200,0.0,2.5,8,256.0,0.0,0.0,0.0,3,620,5,2.2,799.0,1366,768,1049088,1.7786458333333333
720,3,4,15.6,1,0,5.0,7200,0.0,2.5,8,0.0,1000.0,0.0,0.0,3,620,2,1.98,726.0,1920,1080,2073600,1.7777777777777777
796,5,2,15.6,4,0,1.0,7700,0.0,2.8,4,0.0,1000.0,0.0,0.0,10,1050,5,2.4,999.0,1920,1080,2073600,1.7777777777777777
916,5,4,15.6,4,0,5.0,7200,0.0,2.5,8,512.0,0.0,0.0,0.0,3,620,5,1.95,1962.99,1920,1080,2073600,1.7777777777777777
526,2,2,17.3,1,0,1.0,7700,0.0,2.8,16,256.0,1000.0,0.0,0.0,10,1050,5,3.0,1504.0,1920,1080,2073600,1.7777777777777777
931,6,2,17.3,1,0,1.0,7700,0.0,2.8,16,256.0,1000.0,0.0,0.0,10,1050,5,2.7,1599.0,1920,1080,2073600,1.7777777777777777
377,0,4,15.6,6,0,8.0,9420,0.0,3.0,4,128.0,0.0,0.0,0.0,15,5,5,2.1,426.0,1366,768,1049088,1.7786458333333333
882,5,4,15.6,1,0,4.0,6006,0.0,2.0,4,0.0,1000.0,0.0,0.0,15,5,4,2.2,479.0,1920,1080,2073600,1.7777777777777777
468,0,6,11.6,6,0,6.0,3060,2.0,1.6,4,128.0,0.0,0.0,0.0,3,400,5,1.4,435.0,1366,768,1049088,1.7786458333333333
204,3,2,15.6,3,0,1.0,7700,0.0,2.8,16,512.0,1000.0,0.0,0.0,10,1060,5,2.65,1845.0,3840,2160,8294400,1.7777777777777777
